epoch,train_loss,train_acc,val_loss,val_acc
0,2.081899897433629,0.3462812749914315,1.5693226942239098,0.5415335463258786
1,1.4154143019919938,0.5543242316919913,1.199597034210595,0.6549520766773163
2,1.1508605596230097,0.6382954415628928,1.0055651360045608,0.6980830670926518
3,0.9824866678160994,0.6887924140294757,0.8785485703343401,0.7276357827476038
4,0.8657388122615903,0.7220381583457101,0.8516360586062788,0.7292332268370607
5,0.7992098864100258,0.740774591568605,0.7278272258207059,0.7683706070287539
6,0.7332121262063602,0.7574545869987432,0.6985272987962912,0.7843450479233226
7,0.6536395637550232,0.7846452644807494,0.6524708331964267,0.7891373801916932
8,0.6053251338784087,0.8000685479264252,0.6208483380631517,0.7995207667731629
9,0.5663045977750778,0.815491831372101,0.5723402214507325,0.8162939297124601
10,0.5301876661029254,0.8264594996001371,0.5823440855493942,0.8123003194888179
11,0.5170740956144988,0.8321718268022392,0.5378043251677443,0.8226837060702875
12,0.45491683849481585,0.8521649720095967,0.5188314750933418,0.8306709265175718
13,0.4266222297198756,0.8593625042842454,0.4914042611662953,0.8442492012779552
14,0.39669030153327817,0.8721581172169542,0.48788912970417986,0.8330670926517572
15,0.37337620266094274,0.877184965154804,0.4891407539288457,0.8306709265175718
16,0.3694144140839182,0.8780989375071404,0.47560148155346466,0.8450479233226836
17,0.3418182263500443,0.8898663315434708,0.4455347255396005,0.8554313099041533
18,0.32375819663769667,0.8959213983776991,0.44184788176046014,0.8522364217252396
19,0.2972667933797395,0.9048326288129784,0.4553464116951147,0.847444089456869
20,0.30110849158009106,0.9026619444761796,0.46348188650874667,0.8506389776357827
21,0.29296615512101676,0.9044898891808523,0.40967366375481357,0.8538338658146964
22,0.25991657099478127,0.9162572832171827,0.41014874400422213,0.8586261980830671
23,0.26220753719489887,0.9137438592482577,0.4142477710407001,0.8610223642172523
24,0.23993459269685308,0.9221981035073689,0.3929815403760051,0.8753993610223642
25,0.2301889214446364,0.924940020564378,0.39895079530085237,0.8674121405750799
26,0.21337534021128657,0.9300811150462699,0.383519305398289,0.8746006389776357
27,0.2317650513547932,0.9215126242431166,0.40704034730649225,0.8698083067092651
28,0.22270580118388622,0.9288244030618074,0.406685901335634,0.8722044728434505
29,0.20060981867464014,0.9340797440877413,0.38841244625969057,0.8706070287539935

Training complete in 1m 35s
Best val Acc: 0.875399
