epoch,train_loss,train_acc,val_loss,val_acc
0,2.2435816169724823,0.2944133439963441,1.7419898890839598,0.48242811501597443
1,1.4752200934786968,0.5667771049925739,1.1960120334411963,0.6613418530351437
2,1.016400373330678,0.6973609048326288,0.896349437130145,0.731629392971246
3,0.7565545702435473,0.7735633497086714,0.718387492167683,0.7835463258785942
4,0.5883292848010016,0.8239460756312121,0.6347598391599929,0.8099041533546325
5,0.4604332517157088,0.8639323660459272,0.5557526533786481,0.8362619808306709
6,0.38277085145875195,0.8842682508854107,0.5109796554516679,0.8386581469648562
7,0.31988782492090356,0.9017479721238433,0.5068213978704934,0.847444089456869
8,0.2683734268385874,0.922426596595453,0.4570304843754814,0.8562300319488818
9,0.2345201538727377,0.9309950873986061,0.4408003530753687,0.8626198083067093
10,0.19639008292113525,0.9443619330515252,0.4101558895156787,0.8801916932907348
11,0.16396701799982905,0.9541871358391408,0.4032998013610657,0.8753993610223642
12,0.15950992379640153,0.9551011081914772,0.4088539840838018,0.8753993610223642
13,0.13777569631951123,0.9596709699531589,0.42329008843952093,0.8753993610223642
14,0.1295894157206564,0.9635553524505884,0.40463056969947325,0.8793929712460063
15,0.11842831393166922,0.9659545298754713,0.39238409093393684,0.8817891373801916
16,0.10149021309661167,0.970638638181195,0.3963741770567605,0.8817891373801916
17,0.09120277924413996,0.9749800068547927,0.37697641794293074,0.8865814696485622
18,0.08271894898483934,0.9772649377356335,0.3930969550586737,0.8865814696485622
19,0.09109578270149765,0.9745230206786245,0.3879782873601578,0.8817891373801916
20,0.07810108773397552,0.9779504169998857,0.37273481326362196,0.8945686900958466
21,0.07379873011652352,0.9793213755283903,0.38239863676765856,0.8865814696485622
22,0.0649140838465118,0.9821775391294414,0.36488969890644757,0.8929712460063898
23,0.058866564240181066,0.984005483834114,0.3639310524105645,0.895367412140575
24,0.06063487553622373,0.9827487718496516,0.37247864192667096,0.8977635782747604
25,0.05227977792617186,0.9861761681709128,0.3546088933944702,0.8961661341853034
26,0.06056150054503996,0.9824060322175254,0.36973647149607014,0.9001597444089456
27,0.05352232278058982,0.9852621958185765,0.3642703915556399,0.8961661341853034
28,0.055308146739529024,0.9836627442019878,0.384459844222084,0.8937699680511182
29,0.056844529457791226,0.9822917856734834,0.37638641391604094,0.8945686900958466


Training complete in 3m 15s
Best val Acc: 0.900160
