-8.816478729248046875e+01,5.272603225708007812e+01
-8.584697723388671875e+01,5.740147399902343750e+01
-8.560069274902343750e+01,5.682350921630859375e+01
-8.553520202636718750e+01,5.625527572631835938e+01
-7.839196014404296875e+01,5.874475860595703125e+01
-8.558981323242187500e+01,5.651835632324218750e+01
-8.715065765380859375e+01,5.370874404907226562e+01
-8.551586151123046875e+01,5.612781524658203125e+01
-8.719165802001953125e+01,5.364855194091796875e+01
-7.392501831054687500e+01,5.813951110839843750e+01
-7.393105316162109375e+01,5.791105651855468750e+01
-8.550138092041015625e+01,5.605920028686523438e+01
-7.383159637451171875e+01,5.968284225463867188e+01
-7.418134307861328125e+01,6.055692672729492188e+01
-9.285009765625000000e+01,5.576145172119140625e+01
-7.479375457763671875e+01,5.873593521118164062e+01
-7.431465148925781250e+01,5.965052795410156250e+01
-7.459701538085937500e+01,5.901573562622070312e+01
-7.411916351318359375e+01,6.012071228027343750e+01
-7.964230346679687500e+01,5.698188400268554688e+01
-7.520155334472656250e+01,5.859685134887695312e+01
-7.685009765625000000e+01,5.869351959228515625e+01
-7.485041046142578125e+01,5.882116699218750000e+01
-7.525026702880859375e+01,6.049658966064453125e+01
-7.890149688720703125e+01,5.579309844970703125e+01
-7.738746643066406250e+01,5.824828338623046875e+01
-7.450302124023437500e+01,5.947170257568359375e+01
-7.792852783203125000e+01,5.631558227539062500e+01
-7.907209014892578125e+01,5.592046737670898438e+01
-7.698586273193359375e+01,5.834902191162109375e+01
-7.589956665039062500e+01,6.009673690795898438e+01
-7.731894683837890625e+01,5.847294998168945312e+01
-7.573686981201171875e+01,6.063661575317382812e+01
-7.898979949951171875e+01,5.748457717895507812e+01
-7.783292388916015625e+01,6.032323837280273438e+01
-7.599447631835937500e+01,6.041416931152343750e+01
-7.797052764892578125e+01,5.628966903686523438e+01
-7.896475219726562500e+01,5.760574722290039062e+01
-7.702992248535156250e+01,6.003994369506835938e+01
-7.704534912109375000e+01,5.999875259399414062e+01
-7.902863311767578125e+01,5.777307891845703125e+01
-7.847351837158203125e+01,6.085969924926757812e+01
-7.911767578125000000e+01,5.803394699096679688e+01
-6.440664672851562500e+01,6.338959503173828125e+01
-5.434527587890625000e+01,6.436558532714843750e+01
-5.713691329956054688e+01,6.153822708129882812e+01
-4.878541183471679688e+01,5.506811904907226562e+01
-4.422385406494140625e+01,5.138240432739257812e+01
-6.035707855224609375e+01,6.131377029418945312e+01
-5.990050888061523438e+01,6.214152145385742188e+01
-5.470949172973632812e+01,6.447325134277343750e+01
-3.842894744873046875e+01,6.055863952636718750e+01
-3.487234115600585938e+01,6.016868209838867188e+01
-3.463753890991210938e+01,6.004871749877929688e+01
-5.285031890869140625e+01,5.881613159179687500e+01
-5.349908447265625000e+01,7.449771118164062500e+01
-3.981210708618164062e+01,7.399462890625000000e+01
-5.002718734741210938e+01,5.301398468017578125e+01
-4.623289871215820312e+01,8.370994567871093750e+01
-4.687514877319335938e+01,5.258121490478515625e+01
-4.263345718383789062e+01,7.766080474853515625e+01
-3.976100921630859375e+01,7.460371398925781250e+01
-6.017186355590820312e+01,6.298103713989257812e+01
-4.999063873291015625e+01,5.302898406982421875e+01
-4.415486907958984375e+01,5.334085083007812500e+01
-4.396480941772460938e+01,7.847628021240234375e+01
-4.873086547851562500e+01,6.226582717895507812e+01
-4.992830276489257812e+01,5.719001007080078125e+01
-3.639667129516601562e+01,6.791197967529296875e+01
-3.368881607055664062e+01,7.479573059082031250e+01
-4.397132492065429688e+01,7.201571655273437500e+01
-4.592134094238281250e+01,4.831970596313476562e+01
-4.249126434326171875e+01,4.975540542602539062e+01
-4.625770187377929688e+01,8.657295227050781250e+01
-4.483985519409179688e+01,5.828906631469726562e+01
-4.903671646118164062e+01,5.731820678710937500e+01
-3.651876831054687500e+01,6.803657531738281250e+01
-4.163207626342773438e+01,4.492136764526367188e+01
-4.594343566894531250e+01,6.855329132080078125e+01
-4.487781524658203125e+01,6.816254425048828125e+01
