epoch,train_loss,train_acc,val_loss,val_acc
0,2.5857177928803403,0.14852050725465554,2.4484388538823723,0.23003194888178913
1,2.348785251396037,0.27042156974751513,2.252717801176321,0.32987220447284343
2,2.159605528795418,0.3468525077116417,2.03682369926867,0.40495207667731625
3,1.9828298509999382,0.398377699074603,1.8754906136387834,0.4480830670926517
4,1.8241461098269027,0.44967439734948017,1.7495567844317743,0.48322683706070285
5,1.7017567959374378,0.4918313721009939,1.6188984804640945,0.5343450479233227
6,1.573344382806109,0.5280475265623215,1.5229540880495749,0.5583067092651757
7,1.4646580017022945,0.5577516280132526,1.4306487473436058,0.5854632587859425
8,1.3751767785647495,0.5843710727750485,1.3532039106082612,0.5878594249201278
9,1.298718484881046,0.606991888495373,1.2827699961372838,0.6118210862619808
10,1.2257382553753875,0.6284702387752771,1.2107806609461482,0.634185303514377
11,1.1479201595210953,0.6489203701588027,1.141474838074023,0.6509584664536741
12,1.1042055960152608,0.6640009139723524,1.1035885749914396,0.6597444089456869
13,1.034920599996383,0.6853650177082143,1.0766696261521727,0.6661341853035143
14,0.9799579083749285,0.7001028218896378,1.033982014884583,0.6876996805111821
15,0.9410290821721101,0.7100422712212956,1.0052922958383164,0.6853035143769968
16,0.8893294590453509,0.724665828858677,0.975142873895054,0.7092651757188498
17,0.8443509959553522,0.7435165086256141,0.9678440611964216,0.700479233226837
18,0.8191582601328897,0.7468296584028333,0.9229744664205911,0.7276357827476038
19,0.7692203834766962,0.7649948589055181,0.8993392956142608,0.7252396166134185
20,0.742714570915033,0.7689934879469896,0.8874512370021198,0.7300319488817891
21,0.7019715385955633,0.7840740317605392,0.8845208999447929,0.7244408945686901
22,0.6635601535383312,0.799611561750257,0.8610835905653981,0.7404153354632588
23,0.6468492091948218,0.8037244373357706,0.8516031993082918,0.7356230031948882
24,0.6292464278172755,0.804638409688107,0.8251001829156479,0.7460063897763578
25,0.5978824754490194,0.8158345710042272,0.8170831574799534,0.748402555910543
26,0.5672828024875691,0.8262310065120531,0.8098632099148565,0.7492012779552716
27,0.5490595438909929,0.8245173083514223,0.7933389114114804,0.748402555910543
28,0.5188934373389813,0.8429110019421913,0.7835825849264956,0.7547923322683706
29,0.512294657350499,0.8416542899577288,0.7774237120113434,0.7587859424920127

Training complete in 1m 52s
Best val Acc: 0.758786
